Gene 1	Gene 2	Weight	Network group	Networks
CXCL5	CCL20	0.08655585534870625	Co-expression	Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006
IFNG	CXCL9	0.08597260899841785	Co-expression	Arijs-Rutgeerts-2009; Mallon-McKay-2013; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011
IDO1	CXCL10	0.08592419885098934	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Wang-Maris-2006
CCL4	TNF	0.08495303895324469	Co-expression	Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Innocenti-Brown-2011; Ramaswamy-Golub-2001; Smirnov-Cheung-2009
IFIT3	GBP1	0.08455753233283758	Co-expression	Arijs-Rutgeerts-2009; Bahr-Bowler-2013; Burington-Shaughnessy-2008; Gysin-McMahon-2012; Mallon-McKay-2013; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
CCL4	IL1B	0.08429612312465906	Co-expression	Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Innocenti-Brown-2011; Ramaswamy-Golub-2001; Roth-Zlotnik-2006
IFIT3	USP18	0.08399527799338102	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012; Innocenti-Brown-2011; Kang-Willman-2010; Salaverria-Siebert-2011; Smirnov-Cheung-2009
IFI44L	GBP1	0.08365389984101057	Co-expression	Arijs-Rutgeerts-2009; Bahr-Bowler-2013; Burington-Shaughnessy-2008; Gysin-McMahon-2012; Mallon-McKay-2013; Rieger-Chu-2004; Wang-Maris-2006
CXCL9	CCL5	0.08259598584845662	Co-expression	Alizadeh-Staudt-2000; Bild-Nevins-2006 B; Chen-Brown-2002; Innocenti-Brown-2011; Salaverria-Siebert-2011; Wang-Maris-2006
CXCL3	IL6	0.08187707047909498	Co-expression	Innocenti-Brown-2011; Kang-Willman-2010; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006
MX1	ISG20	0.08182846289128065	Co-expression	Bild-Nevins-2006 B; Boldrick-Relman-2002; Burington-Shaughnessy-2008; Cheok-Evans-2003; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
IFIT3	TNFSF10	0.07997678592801094	Co-expression	Arijs-Rutgeerts-2009; Bahr-Bowler-2013; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
CXCL2	PTGS2	0.07899696938693523	Co-expression	Alizadeh-Staudt-2000; Bild-Nevins-2006 B; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Wang-Maris-2006
IFNG	GBP1	0.07895339047536254	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Kang-Willman-2010; Ramaswamy-Golub-2001; Rieger-Chu-2004; Salaverria-Siebert-2011
IFI44	IFITM1	0.0774170272052288	Co-expression	Bild-Nevins-2006 B; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
CCL4	IL6	0.0772207691334188	Co-expression	Alizadeh-Staudt-2000; Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Innocenti-Brown-2011; Ramaswamy-Golub-2001
CCL5	GBP1	0.0768906525336206	Co-expression	Alizadeh-Staudt-2000; Bild-Nevins-2006 B; Cheok-Evans-2003; Mallon-McKay-2013; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006
TNF	IL6	0.0765729770064354	Co-expression	Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Gysin-McMahon-2012; Ramaswamy-Golub-2001
OASL	CXCL10	0.0763603039085865	Co-expression	Gysin-McMahon-2012; Mallon-McKay-2013; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006
IL1B	CXCL1	0.07581354957073927	Co-expression	Alizadeh-Staudt-2000; Boldrick-Relman-2002; Innocenti-Brown-2011; Salaverria-Siebert-2011
TAP1	CXCL9	0.07541825249791145	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006
IFITM1	RSAD2	0.07486677076667547	Co-expression	Bild-Nevins-2006 B; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
STAT1	IFITM1	0.07447501039132476	Co-expression	Alizadeh-Staudt-2000; Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Boldrick-Relman-2002; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
TAP1	IFITM1	0.07286963006481528	Co-expression	Arijs-Rutgeerts-2009; Bahr-Bowler-2013; Bild-Nevins-2006 B; Boldrick-Relman-2002; Innocenti-Brown-2011; Salaverria-Siebert-2011
IL1B	IL1RN	0.07286059577018023	Co-expression	Alizadeh-Staudt-2000; Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Gysin-McMahon-2012; Ramaswamy-Golub-2001
CXCL3	CCL20	0.07195914536714554	Co-expression	Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006
CCL7	CCL8	0.07180624920874834	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012; Innocenti-Brown-2011; Salaverria-Siebert-2011
OAS2	CXCL10	0.07101203966885805	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012; Innocenti-Brown-2011; Salaverria-Siebert-2011; Wang-Maris-2006
IFI44L	CXCL10	0.07091692928224802	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012; Innocenti-Brown-2011; Salaverria-Siebert-2011; Wang-Maris-2006
HCAR3	IL8	0.07075357157737017	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Roth-Zlotnik-2006; Salaverria-Siebert-2011
TAP1	CXCL10	0.07061313046142459	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006
PTGS2	CCL2	0.07056423742324114	Co-expression	Arijs-Rutgeerts-2009; Chen-Brown-2002; Innocenti-Brown-2011; Kang-Willman-2010; Roth-Zlotnik-2006
GBP1	TNFSF10	0.07043815264478326	Co-expression	Alizadeh-Staudt-2000; Bahr-Bowler-2013; Bild-Nevins-2006 B; Boldrick-Relman-2002; Chen-Brown-2002; Rieger-Chu-2004; Salaverria-Siebert-2011; Wang-Maris-2006
GPR183	IL6	0.0703470935113728	Co-expression	Alizadeh-Staudt-2000; Bild-Nevins-2006 B; Innocenti-Brown-2011; Salaverria-Siebert-2011
CXCL3	CXCL1	0.06922450149431825	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012; Innocenti-Brown-2011; Salaverria-Siebert-2011
CCL4	CCL5	0.06871710112318397	Co-expression	Bahr-Bowler-2013; Bild-Nevins-2006 B; Innocenti-Brown-2011; Mallon-McKay-2013; Roth-Zlotnik-2006; Salaverria-Siebert-2011
CXCL3	PTGS2	0.06826435960829258	Co-expression	Innocenti-Brown-2011; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Wang-Maris-2006
TAP1	IFIT3	0.06803062837570906	Co-expression	Arijs-Rutgeerts-2009; Bahr-Bowler-2013; Bild-Nevins-2006 B; Kang-Willman-2010; Smirnov-Cheung-2009; Wang-Maris-2006
GBP1	IDO1	0.06761372834444046	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Wang-Maris-2006
IFIT2	USP18	0.06748463120311499	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Salaverria-Siebert-2011; Smirnov-Cheung-2009
IFI44	GBP1	0.06721632648259401	Co-expression	Burington-Shaughnessy-2008; Gysin-McMahon-2012; Roth-Zlotnik-2006; Wang-Maris-2006
CCL2	CCL7	0.06676534563302994	Co-expression	Alizadeh-Staudt-2000; Boldrick-Relman-2002; Chen-Brown-2002; Innocenti-Brown-2011
IFNG	CXCL10	0.0667030718177557	Co-expression	Arijs-Rutgeerts-2009; Mallon-McKay-2013; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Wu-Garvey-2007
OASL	GBP1	0.06587682571262121	Co-expression	Bahr-Bowler-2013; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Mallon-McKay-2013; Rieger-Chu-2004; Salaverria-Siebert-2011
IL1B	PTGS2	0.0657005775719881	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Wang-Maris-2006
TAP1	IDO1	0.06518563255667686	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Wang-Maris-2006
OAS2	ISG20	0.06478138035163283	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Roth-Zlotnik-2006; Smirnov-Cheung-2009; Wang-Maris-2006
CCL4	CXCL9	0.06463181599974632	Co-expression	Bild-Nevins-2006 B; Chen-Brown-2002; Cheok-Evans-2003; Salaverria-Siebert-2011
ISG15	TNFSF10	0.0640505077317357	Co-expression	Bild-Nevins-2006 B; Boldrick-Relman-2002; Burington-Shaughnessy-2008; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
IDO1	SERPINB9	0.0636513065546751	Co-expression	Burington-Shaughnessy-2008; Ramaswamy-Golub-2001; Wu-Garvey-2007
STAT1	ISG20	0.06355217890813947	Co-expression	Bild-Nevins-2006 B; Boldrick-Relman-2002; Cheok-Evans-2003; Roth-Zlotnik-2006; Smirnov-Cheung-2009; Wang-Maris-2006
STAT1	CCL5	0.06336657190695405	Co-expression	Alizadeh-Staudt-2000; Bild-Nevins-2006 B; Cheok-Evans-2003; Roth-Zlotnik-2006; Salaverria-Siebert-2011
HCAR3	IL1RN	0.06327440962195396	Co-expression	Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Ramaswamy-Golub-2001; Salaverria-Siebert-2011
TAP1	CCL5	0.06258229492232203	Co-expression	Bild-Nevins-2006 B; Cheok-Evans-2003; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006
IFNG	IDO1	0.06246088305488229	Co-expression	Arijs-Rutgeerts-2009; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011
RSAD2	CXCL10	0.062083154916763306	Co-expression	Gysin-McMahon-2012; Innocenti-Brown-2011; Salaverria-Siebert-2011; Wang-Maris-2006
CXCL3	IL1B	0.0617306362837553	Co-expression	Innocenti-Brown-2011; Salaverria-Siebert-2011; Wang-Maris-2006
IFNG	TNF	0.06096089817583561	Co-expression	Innocenti-Brown-2011; Roth-Zlotnik-2006
IL8	SOD2	0.060787915252149105	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012; Ramaswamy-Golub-2001; Salaverria-Siebert-2011; Wang-Maris-2006
CCL7	CD80	0.060735976323485374	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Innocenti-Brown-2011
IFI44L	ISG20	0.06030065892264247	Co-expression	Bild-Nevins-2006 B; Cheok-Evans-2003; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
OASL	IFITM1	0.06029802095144987	Co-expression	Bahr-Bowler-2013; Bild-Nevins-2006 B; Smirnov-Cheung-2009; Wang-Maris-2006
HCAR3	GPR183	0.06006546691060066	Co-expression	Bahr-Bowler-2013; Boldrick-Relman-2002; Mallon-McKay-2013
HCAR3	CCL4	0.05993834417313337	Co-expression	Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Innocenti-Brown-2011; Ramaswamy-Golub-2001
IFITM1	TNFSF10	0.05938091455027461	Co-expression	Alizadeh-Staudt-2000; Boldrick-Relman-2002; Cheok-Evans-2003; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
STAT1	USP18	0.058518560603260994	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012; Kang-Willman-2010; Salaverria-Siebert-2011; Smirnov-Cheung-2009
IFIT3	IFITM1	0.05825494043529034	Co-expression	Bild-Nevins-2006 B; Salaverria-Siebert-2011; Wang-Maris-2006
APOBEC3A	APOBEC3B	0.05809606984257698	Co-expression	Gysin-McMahon-2012; Salaverria-Siebert-2011; Smirnov-Cheung-2009
GPR183	CD44	0.057784512639045715	Co-expression	Alizadeh-Staudt-2000; Ramaswamy-Golub-2001; Salaverria-Siebert-2011
CCL3	TNF	0.056716264225542545	Co-expression	Boldrick-Relman-2002; Innocenti-Brown-2011; Ramaswamy-Golub-2001
OAS2	CXCL11	0.05654122121632099	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Salaverria-Siebert-2011; Wang-Maris-2006
IL6	PTX3	0.05630671884864569	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Ramaswamy-Golub-2001; Salaverria-Siebert-2011
TAP1	IFNG	0.056145485024899244	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009
HCAR3	TNF	0.056021714583039284	Co-expression	Boldrick-Relman-2002; Innocenti-Brown-2011; Ramaswamy-Golub-2001
CCL2	CXCL1	0.055960912723094225	Co-expression	Alizadeh-Staudt-2000; Burington-Shaughnessy-2008; Chen-Brown-2002; Innocenti-Brown-2011
CXCL1	CCL20	0.05587251950055361	Co-expression	Bild-Nevins-2006 B; Gysin-McMahon-2012; Salaverria-Siebert-2011
CCL4	CXCL10	0.055523740127682686	Co-expression	Burington-Shaughnessy-2008; Ramaswamy-Golub-2001; Salaverria-Siebert-2011
STAT1	TNFSF10	0.055447240360081196	Co-expression	Alizadeh-Staudt-2000; Boldrick-Relman-2002; Burington-Shaughnessy-2008; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
IFIT2	OAS2	0.05539375729858875	Co-expression	Bild-Nevins-2006 B; Salaverria-Siebert-2011; Smirnov-Cheung-2009
IFNG	CCL5	0.05527744721621275	Co-expression	Bild-Nevins-2006 B; Innocenti-Brown-2011; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011
IFNG	CXCL11	0.05491802003234625	Co-expression	Arijs-Rutgeerts-2009; Roth-Zlotnik-2006; Salaverria-Siebert-2011
IL6	SOD2	0.054742686450481415	Co-expression	Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Wang-Maris-2006
IL1B	CCL20	0.054739583283662796	Co-expression	Gysin-McMahon-2012; Salaverria-Siebert-2011; Wang-Maris-2006
CXCL5	CXCL1	0.05440434813499451	Co-expression	Innocenti-Brown-2011; Salaverria-Siebert-2011
CXCL5	IL8	0.05427846685051918	Co-expression	Salaverria-Siebert-2011; Wang-Maris-2006
IFIT3	ISG20	0.054235298186540604	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Wang-Maris-2006
PTGS2	CXCL1	0.05414388794451952	Co-expression	Innocenti-Brown-2011; Kang-Willman-2010; Salaverria-Siebert-2011
IL8	RIPK2	0.05387552408501506	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Smirnov-Cheung-2009
IFI44	CXCL11	0.05370269808918238	Co-expression	Gysin-McMahon-2012; Roth-Zlotnik-2006; Wang-Maris-2006
IDO1	CCL8	0.05356327909976244	Co-expression	Bild-Nevins-2006 B; Ramaswamy-Golub-2001; Salaverria-Siebert-2011
TAP1	MX1	0.053466486278921366	Co-expression	Bild-Nevins-2006 B; Boldrick-Relman-2002; Gysin-McMahon-2012; Innocenti-Brown-2011; Wang-Maris-2006
CXCL5	IL1B	0.05324108526110649	Co-expression	Salaverria-Siebert-2011; Wang-Maris-2006
GBP1	GBP5	0.05316105019301176	Co-expression	Arijs-Rutgeerts-2009; Bahr-Bowler-2013; Kang-Willman-2010
MX1	TNFSF10	0.05310082761570811	Co-expression	Bild-Nevins-2006 B; Boldrick-Relman-2002; Burington-Shaughnessy-2008; Smirnov-Cheung-2009; Wang-Maris-2006
IL1B	CCL2	0.05289823841303587	Co-expression	Bild-Nevins-2006 B; Innocenti-Brown-2011; Roth-Zlotnik-2006
OASL	ISG20	0.05289133545011282	Co-expression	Bild-Nevins-2006 B; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
IFNG	STAT1	0.052440480794757605	Co-expression	Arijs-Rutgeerts-2009; Ramaswamy-Golub-2001; Rieger-Chu-2004; Salaverria-Siebert-2011
CCL3	CCL3L3	0.05201820284128189	Co-expression	Innocenti-Brown-2011; Mallon-McKay-2013
HCAR3	CXCL1	0.05198545567691326	Co-expression	Mallon-McKay-2013; Salaverria-Siebert-2011
IL1B	SERPINB9	0.051958709955215454	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Roth-Zlotnik-2006
IFI44	CXCL10	0.05154612101614475	Co-expression	Gysin-McMahon-2012; Innocenti-Brown-2011; Wang-Maris-2006
IL8	PTX3	0.05090465443208814	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013; Ramaswamy-Golub-2001
TAP1	ISG20	0.0506530711427331	Co-expression	Bild-Nevins-2006 B; Boldrick-Relman-2002; Innocenti-Brown-2011; Ramaswamy-Golub-2001; Roth-Zlotnik-2006
STAT1	IDO1	0.05006256280466914	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Salaverria-Siebert-2011; Wang-Maris-2006
ISG20	RSAD2	0.04989019315689802	Co-expression	Bild-Nevins-2006 B; Cheok-Evans-2003; Smirnov-Cheung-2009; Wang-Maris-2006
CCL3	HCAR3	0.0495367469266057	Co-expression	Boldrick-Relman-2002; Innocenti-Brown-2011; Ramaswamy-Golub-2001
TAP1	IFI44	0.049402082804590464	Co-expression	Cheok-Evans-2003; Mallon-McKay-2013; Roth-Zlotnik-2006; Wang-Maris-2006
CXCL2	CCL4	0.04889578931033611	Co-expression	Boldrick-Relman-2002; Gysin-McMahon-2012; Ramaswamy-Golub-2001
CCL4	SOD2	0.04879466909915209	Co-expression	Arijs-Rutgeerts-2009; Gysin-McMahon-2012; Ramaswamy-Golub-2001
IL1B	GPR183	0.04855510964989662	Co-expression	Innocenti-Brown-2011; Ramaswamy-Golub-2001; Rieger-Chu-2004; Roth-Zlotnik-2006
CXCL2	CCL20	0.04819654207676649	Co-expression	Gysin-McMahon-2012; Salaverria-Siebert-2011; Wang-Maris-2006
IL6	CXCL1	0.04779497254639864	Co-expression	Boldrick-Relman-2002; Innocenti-Brown-2011; Salaverria-Siebert-2011
CXCL2	IL1B	0.04765251837670803	Co-expression	Boldrick-Relman-2002; Ramaswamy-Golub-2001; Salaverria-Siebert-2011
IFI44L	TNFSF10	0.04753835219889879	Co-expression	Burington-Shaughnessy-2008; Rieger-Chu-2004; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
OAS2	GBP1	0.04734263848513365	Co-expression	Bahr-Bowler-2013; Gysin-McMahon-2012; Innocenti-Brown-2011
CCL5	CXCL10	0.047000930178910494	Co-expression	Gysin-McMahon-2012; Innocenti-Brown-2011; Wang-Maris-2006
OASL	TAP1	0.046808491460978985	Co-expression	Bahr-Bowler-2013; Bild-Nevins-2006 B; Mallon-McKay-2013; Roth-Zlotnik-2006
OASL	USP18	0.04608655720949173	Co-expression	Innocenti-Brown-2011; Salaverria-Siebert-2011; Smirnov-Cheung-2009
IFI44	TNFSF10	0.045461732894182205	Co-expression	Burington-Shaughnessy-2008; Innocenti-Brown-2011; Smirnov-Cheung-2009; Wang-Maris-2006
BPIFA1	BPIFB1	0.04546008072793484	Co-expression	Mallon-McKay-2013; Roth-Zlotnik-2006
IL1B	SOD2	0.045412249863147736	Co-expression	Arijs-Rutgeerts-2009; Ramaswamy-Golub-2001; Salaverria-Siebert-2011
CCL4	CCL3L3	0.04510369151830673	Co-expression	Innocenti-Brown-2011; Mallon-McKay-2013
TAP1	CCL4	0.04509213287383318	Co-expression	Cheok-Evans-2003; Roth-Zlotnik-2006; Salaverria-Siebert-2011
IFI44	ISG20	0.04505748860538006	Co-expression	Cheok-Evans-2003; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
IL6	CCL20	0.04467312525957823	Co-expression	Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
CCL3	IL6	0.04462944436818361	Co-expression	Boldrick-Relman-2002; Innocenti-Brown-2011; Ramaswamy-Golub-2001
GBP1	CCL8	0.04379496676847339	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Salaverria-Siebert-2011; Wang-Maris-2006
S100A12	PTX3	0.043316454626619816	Co-expression	Burington-Shaughnessy-2008; Kang-Willman-2010; Ramaswamy-Golub-2001
GBP5	GBP4	0.04325972776859999	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Mallon-McKay-2013; Roth-Zlotnik-2006
CD44	MYO10	0.04301868565380573	Co-expression	Burington-Shaughnessy-2008; Gysin-McMahon-2012
HCAR3	S100A12	0.04285921901464462	Co-expression	Ramaswamy-Golub-2001; Salaverria-Siebert-2011
CXCL5	PTX3	0.042749266140162945	Co-expression	Rieger-Chu-2004; Salaverria-Siebert-2011; Wang-Maris-2006
RSAD2	CCL8	0.04258252773433924	Co-expression	Bild-Nevins-2006 B; Mallon-McKay-2013; Salaverria-Siebert-2011
IFIT2	CCL8	0.042523798532783985	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Mallon-McKay-2013
OASL	CXCL2	0.04206076916307211	Co-expression	Ramaswamy-Golub-2001; Roth-Zlotnik-2006
IFNG	GBP5	0.04202699102461338	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Kang-Willman-2010; Mallon-McKay-2013
HCAR3	PTX3	0.042016973719000816	Co-expression	Bahr-Bowler-2013; Ramaswamy-Golub-2001
CXCL10	CCL8	0.04192128870636225	Co-expression	Arijs-Rutgeerts-2009; Innocenti-Brown-2011; Salaverria-Siebert-2011
RSAD2	CXCL11	0.04172156471759081	Co-expression	Bild-Nevins-2006 B; Roth-Zlotnik-2006
OASL	TNFSF10	0.04149697441607714	Co-expression	Burington-Shaughnessy-2008; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
OASL	IL1RN	0.0413596797734499	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Ramaswamy-Golub-2001
CXCL5	PTGS2	0.04131690505892038	Co-expression	Salaverria-Siebert-2011; Wang-Maris-2006
CXCL5	CXCL2	0.04128370899707079	Co-expression	Salaverria-Siebert-2011; Wang-Maris-2006
CXCL5	IL6	0.040845020674169064	Co-expression	Salaverria-Siebert-2011; Wang-Maris-2006
IFNG	CCL4	0.04084334056824446	Co-expression	Bild-Nevins-2006 B; Innocenti-Brown-2011; Salaverria-Siebert-2011
TNF	CXCL10	0.040697140619158745	Co-expression	Innocenti-Brown-2011; Ramaswamy-Golub-2001
CXCL3	PTX3	0.040478743612766266	Co-expression	Cheok-Evans-2003; Kang-Willman-2010; Wang-Maris-2006
ISG20	TNFSF10	0.040194430854171515	Co-expression	Boldrick-Relman-2002; Burington-Shaughnessy-2008; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
GPR183	SAMSN1	0.039971248246729374	Co-expression	Alizadeh-Staudt-2000; Roth-Zlotnik-2006; Smirnov-Cheung-2009
TAP1	IFI44L	0.03988390835002065	Co-expression	Bild-Nevins-2006 B; Gysin-McMahon-2012; Mallon-McKay-2013; Wang-Maris-2006
GPR183	CCL2	0.039855608716607094	Co-expression	Bild-Nevins-2006 B; Wang-Maris-2006
CCL4	PTGS2	0.039718639105558395	Co-expression	Arijs-Rutgeerts-2009; Ramaswamy-Golub-2001; Smirnov-Cheung-2009
GBP1	IFITM1	0.039704092079773545	Co-expression	Alizadeh-Staudt-2000; Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Roth-Zlotnik-2006; Salaverria-Siebert-2011
ADM	VEGFA	0.03959655575454235	Co-expression	Bahr-Bowler-2013; Salaverria-Siebert-2011
IFIT3	CCL8	0.03948722407221794	Co-expression	Bild-Nevins-2006 B; Mallon-McKay-2013; Salaverria-Siebert-2011
IFI44	APOBEC3A	0.039437731727957726	Co-expression	Bahr-Bowler-2013; Salaverria-Siebert-2011
IFI44L	APOBEC3A	0.03938773646950722	Co-expression	Bahr-Bowler-2013; Salaverria-Siebert-2011
CCL3	STAT1	0.0393381929025054	Co-expression	Alizadeh-Staudt-2000; Cheok-Evans-2003
OAS2	TNFSF10	0.039224994368851185	Co-expression	Burington-Shaughnessy-2008; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
CCL4	IL1RN	0.039204005151987076	Co-expression	Arijs-Rutgeerts-2009; Boldrick-Relman-2002; Ramaswamy-Golub-2001
TAP1	RSAD2	0.03918081149458885	Co-expression	Bild-Nevins-2006 B; Cheok-Evans-2003; Wang-Maris-2006
IDO1	APOBEC3A	0.038939546793699265	Co-expression	Ramaswamy-Golub-2001; Salaverria-Siebert-2011
PTX3	CXCL1	0.0388629250228405	Co-expression	Roth-Zlotnik-2006; Salaverria-Siebert-2011
CXCL2	SOD2	0.03869345039129257	Co-expression	Gysin-McMahon-2012; Ramaswamy-Golub-2001; Wang-Maris-2006
CCL4	GPR183	0.03859275206923485	Co-expression	Innocenti-Brown-2011; Mallon-McKay-2013; Wang-Maris-2006
IFI44L	CCL8	0.03857619874179363	Co-expression	Bild-Nevins-2006 B; Mallon-McKay-2013; Salaverria-Siebert-2011
IL8	APOBEC3A	0.03848050348460674	Co-expression	Arijs-Rutgeerts-2009; Kang-Willman-2010; Roth-Zlotnik-2006
IL6	CXCL10	0.03841750882565975	Co-expression	Gysin-McMahon-2012; Ramaswamy-Golub-2001
S100A12	APOBEC3A	0.03836711589246988	Co-expression	Innocenti-Brown-2011; Kang-Willman-2010; Roth-Zlotnik-2006
CCL4	CXCL1	0.03814579173922539	Co-expression	Boldrick-Relman-2002; Roth-Zlotnik-2006
GPR183	SERPINB9	0.038119294680655	Co-expression	Innocenti-Brown-2011; Roth-Zlotnik-2006
IL6	IL1RN	0.03788081370294094	Co-expression	Boldrick-Relman-2002; Ramaswamy-Golub-2001; Wang-Maris-2006
IFNG	CYP27B1	0.03777877986431122	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B
IFIT3	CXCL10	0.03770041465759277	Co-expression	Arijs-Rutgeerts-2009; Salaverria-Siebert-2011; Wang-Maris-2006
ADA	CD44	0.03750470373779535	Co-expression	Boldrick-Relman-2002; Innocenti-Brown-2011; Rieger-Chu-2004
ISG15	APOBEC3A	0.037436870858073235	Co-expression	Bahr-Bowler-2013; Salaverria-Siebert-2011
IL1B	S100A12	0.03700788086280227	Co-expression	Arijs-Rutgeerts-2009; Mallon-McKay-2013; Ramaswamy-Golub-2001
RSAD2	APOBEC3A	0.03667608089745045	Co-expression	Bahr-Bowler-2013; Salaverria-Siebert-2011
CCL3	CXCL10	0.03644912410527468	Co-expression	Burington-Shaughnessy-2008; Ramaswamy-Golub-2001
IL8	IL1RN	0.03613853547722101	Co-expression	Alizadeh-Staudt-2000; Arijs-Rutgeerts-2009; Ramaswamy-Golub-2001
IFIT2	TNFSF10	0.03604832570999861	Co-expression	Innocenti-Brown-2011; Salaverria-Siebert-2011; Smirnov-Cheung-2009
PTGS2	CCL20	0.03602906595915556	Co-expression	Salaverria-Siebert-2011; Wang-Maris-2006
